MoleculeId,PredictedProbability
242,0.000270529
243,0.682096663
244,0.522494455
245,0.600535720
246,0.917262112
247,0.155860245
248,0.204885614
249,0.935900047
250,0.124363799
251,0.661920646
252,0.469129267
253,0.494520282
254,0.709762231
255,0.974951865
256,0.587164459
257,0.098721300
258,0.305119171
259,0.447194954
260,0.032725010
261,0.293182307
262,0.127151674
263,0.276235569
264,0.463386020
265,0.145590688
266,0.757150313
267,0.844691111
268,0.147104283
269,0.426237432
270,0.872123947
271,0.972018009
272,0.910874708
273,0.599979625
274,0.419868251
275,0.281437540
276,0.159699989
277,0.899542348
278,0.296946015
279,0.675596740
280,0.432392942
281,0.077699118
282,0.895563046
283,0.695597442
284,0.006230903
285,0.748876373
286,0.982984428
287,0.962672279
288,0.735257166
289,0.915561286
290,0.134864535
291,0.261062959
292,0.322173435
293,0.563876817
294,0.783543516
295,0.033912787
296,0.313138697
297,0.000000000
298,0.560363834
299,0.830708576
300,0.869316456
301,0.818736800
302,0.172783765
303,0.719826653
304,0.885648911
305,0.944498551
306,0.855672663
307,0.277492339
308,0.887663791
309,0.511074375
310,0.915231211
311,0.956962702
312,0.605255051
313,0.699156941
314,0.083572045
315,0.803847279
316,0.323518948
317,0.953779989
318,0.195984535
319,0.251183076
320,0.053047136
321,0.247295685
322,0.743357085
323,0.931027084
324,0.190270761
325,0.167599404
326,0.898161969
327,0.987270513
328,0.936948801
329,0.352184402
330,0.704498839
331,0.675054884
332,0.716136680
333,0.457697365
334,0.374847195
335,0.704794161
336,0.475470613
337,0.887259866
338,0.096475267
339,0.032817026
340,0.934660766
341,0.940010993
342,0.846524839
343,0.098954078
344,0.381402955
345,0.779668629
346,0.878744431
347,0.247689338
348,0.372609140
349,0.238602206
350,0.671883840
351,0.276319137
352,0.770384098
353,0.787359903
354,0.253018036
355,0.816065145
356,0.477765994
357,0.761536866
358,0.282199721
359,0.115036636
360,0.901843197
361,0.540592312
362,0.799635514
363,0.991937235
364,0.435041317
365,0.857368409
366,0.926313760
367,0.708404370
368,0.277850836
369,0.067863482
370,0.189418874
371,0.769511546
372,0.372857493
373,0.605224481
374,0.102756019
375,0.634454736
376,0.952980146
377,0.628470764
378,0.739875712
379,0.958671315
380,0.073423746
381,0.957258350
382,0.952103315
383,0.960678852
384,0.365956317
385,0.953289615
386,0.597135517
387,0.083105382
388,0.105082369
389,0.029083553
390,0.918973712
391,0.722881308
392,0.427182344
393,0.767472225
394,0.733033911
395,0.960270621
396,0.150648859
397,0.356090297
398,0.121015055
399,0.656233580
400,0.773915091
401,0.913905575
402,0.708894958
403,0.104309651
404,0.970347518
405,0.698078741
406,0.134396196
407,0.975278870
408,0.582990923
409,0.234474503
410,0.397458768
411,0.782968855
412,0.947470247
413,0.894398012
414,0.268100097
415,0.760562017
416,0.919318253
417,0.398626922
418,0.761916021
419,0.460007780
420,0.317423800
421,0.120311566
422,0.652973576
423,0.694401582
424,0.618102017
425,0.936136552
426,0.117598500
427,0.811557164
428,0.860696767
429,0.728641136
430,0.233940976
431,0.739979256
432,0.739737926
433,0.511117632
434,0.116293695
435,0.448817973
436,0.051269029
437,0.507667519
438,0.660359501
439,0.019817117
440,0.285542592
441,0.761499043
442,0.909875926
443,0.941735911
444,0.065899098
445,0.867645464
446,0.936827649
447,0.263582752
448,0.070067021
449,0.103919976
450,0.917221201
451,0.691120394
452,0.876329836
453,0.361360744
454,0.896917943
455,0.733691720
456,0.781492312
457,0.396884727
458,0.738375904
459,0.141191004
460,0.525457652
461,0.431421869
462,0.888817470
463,0.721211986
464,0.892617408
465,0.747071066
466,0.392518016
467,0.225363470
468,0.541252833
469,0.682750648
470,0.339623142
471,0.082023444
472,0.992725384
473,0.166668721
474,0.510072210
475,0.516131478
476,0.315117587
477,0.764354711
478,0.247417172
479,0.251571327
480,0.176785290
481,0.310441952
482,0.353800895
483,0.602857604
484,0.937292514
485,0.223578538
486,0.887962249
487,0.309117946
488,0.322252623
489,0.641228695
490,0.697117195
491,0.127818301
492,0.727554009
493,0.836899658
494,0.954199230
495,0.449278736
496,0.872281704
497,0.291129759
498,0.295872287
499,0.334745350
500,0.153614370
501,0.828606905
502,0.811199023
503,0.591711371
504,0.136453720
505,0.777793322
506,0.668812188
507,0.350855966
508,0.349944255
509,0.363565326
510,0.179091855
511,0.968027616
512,0.758448851
513,0.406873283
514,0.946701370
515,0.909921290
516,0.198349569
517,0.576440568
518,0.041306352
519,0.297671823
520,0.955488709
521,0.782555566
522,0.860390533
523,0.895693608
524,0.336588812
525,0.672867560
526,0.197864080
527,0.899412259
528,0.655830054
529,0.071505971
530,0.162963916
531,0.797774768
532,0.133280680
533,0.824683139
534,0.080006874
535,0.394671825
536,0.036058128
537,0.991777064
538,0.262113709
539,0.964237678
540,0.240096482
541,0.173356150
542,0.112657516
543,0.590703475
544,0.737609402
545,0.872660338
546,0.805291818
547,0.791922873
548,0.472859855
549,0.915453006
550,0.845626380
551,0.676446285
552,0.420573656
553,0.170173854
554,0.325458945
555,0.025754289
556,0.918428409
557,0.538138473
558,0.494807285
559,0.615273737
560,0.912666119
561,0.997367484
562,0.954042202
563,0.708312518
564,0.404878043
565,0.416714683
566,0.281224514
567,0.328909378
568,0.875512649
569,0.801200422
570,0.229619981
571,0.527911079
572,0.903420198
573,0.060704460
574,0.886124669
575,0.209203764
576,0.752105237
577,0.905991289
578,0.364311183
579,0.823126274
580,0.154151869
581,0.680016529
582,0.984084395
583,0.121422812
584,0.896540703
585,0.724078757
586,0.734801605
587,0.933953506
588,0.279823862
589,0.181831237
590,0.912842730
591,0.782637970
592,0.023769873
593,0.953402768
594,0.960329359
595,0.807505502
596,0.233990419
597,0.218040467
598,0.942967817
599,0.984334778
600,0.430991711
601,0.344188136
602,0.644570146
603,0.913907356
604,0.558503744
605,0.669186816
606,0.135423740
607,0.876048675
608,0.214665342
609,0.114813729
610,0.494114363
611,0.669499023
612,0.967290119
613,0.215811264
614,0.773786975
615,0.951184213
616,0.459907845
617,0.677889031
618,0.903118157
619,0.032541938
620,0.655700157
621,0.575246239
622,0.929618347
623,0.327030377
624,0.157811184
625,0.127846195
626,0.903774638
627,0.137058856
628,0.659720433
629,0.268118171
630,0.076929585
631,0.142328661
632,0.430999273
633,0.910215132
634,0.591165516
635,0.847675204
636,0.897720193
637,0.992052986
638,0.132231156
639,0.692315481
640,0.787106112
641,0.252212120
642,0.205604641
643,0.131678862
644,0.058407529
645,0.147253297
646,0.547026154
647,0.054321605
648,0.895374346
649,0.620460472
650,0.774473512
651,0.874649137
652,0.128880192
653,0.166583592
654,0.168431853
655,0.153378478
656,0.958762260
657,0.722202531
658,0.602713909
659,0.677470123
660,0.160336046
661,0.204111709
662,0.684564057
663,0.305591032
664,0.814011288
665,0.857128300
666,0.220584070
667,0.302836554
668,0.851318300
669,0.506176538
670,0.634295626
671,0.279690873
672,0.933421704
673,0.521613384
674,0.778293043
675,0.872110474
676,0.224310878
677,0.314702506
678,0.268018875
679,0.614857279
680,0.034464262
681,0.355977318
682,0.588725848
683,0.168554828
684,0.759476416
685,0.813549241
686,0.170130674
687,0.194369515
688,0.742173149
689,0.075273573
690,0.697326981
691,0.813964487
692,0.767106657
693,0.671542866
694,0.781063821
695,0.256163604
696,0.843552619
697,0.836495726
698,0.361081126
699,0.944414892
700,0.824304215
701,0.327483415
702,0.188724734
703,0.856623950
704,0.767357627
705,0.802179521
706,0.385945290
707,0.440222390
708,0.431928843
709,0.912424829
710,0.867060632
711,0.046878855
712,0.725709264
713,0.523787596
714,0.520848878
715,0.796252813
716,0.632670590
717,0.351414533
718,0.946215743
719,0.926573648
720,0.471716151
721,0.968314370
722,0.796526876
723,0.874694437
724,0.404544836
725,0.441833585
726,0.027853813
727,0.260445698
728,0.202328393
729,0.071134933
730,0.561435320
731,0.777032327
732,0.663856039
733,0.860068741
734,0.196303665
735,0.141013417
736,0.288916163
737,0.071280527
738,0.463624573
739,0.977013365
740,0.916101827
741,0.788970595
742,0.565493488
743,0.217736706
744,0.908410351
745,0.528474505
746,0.071215564
747,0.259002634
748,0.499710439
749,0.710733795
750,0.691931923
751,0.166792220
752,0.671407637
753,0.791672813
754,0.755914275
755,0.626930981
756,0.684679564
757,0.864780176
758,0.511076391
759,0.989868850
760,0.809110834
761,0.628824348
762,0.686903280
763,0.944023540
764,0.900659969
765,0.653307079
766,0.378132696
767,0.321193652
768,0.698186584
769,0.553485161
770,0.772024928
771,0.043552272
772,0.558792557
773,0.218393872
774,0.197229640
775,0.933627485
776,0.995512938
777,0.390307180
778,0.587882978
779,0.253790477
780,0.889695781
781,0.835748699
782,0.824389443
783,0.096961137
784,0.889514855
785,0.101583470
786,0.943298688
787,0.736917372
788,0.453708405
789,0.159193853
790,0.055112637
791,0.267420038
792,0.031588510
793,0.608317205
794,0.151739901
795,0.596253451
796,0.855666160
797,0.868249325
798,0.554831078
799,0.780091702
800,0.987751576
801,0.120788676
802,0.744296438
803,0.772635290
804,0.944629415
805,0.863808090
806,0.517641408
807,0.453519224
808,0.094981265
809,0.370270126
810,0.472145416
811,0.854423660
812,0.741493637
813,0.762344362
814,0.967538174
815,0.205602568
816,0.828391285
817,0.162941060
818,0.842499582
819,0.415671244
820,0.913595091
821,0.015956861
822,0.767789792
823,0.000002196
824,0.298535700
825,0.685289048
826,0.954773545
827,0.453644112
828,0.858345033
829,0.866045132
830,0.964330237
831,0.792061089
832,0.936212963
833,0.226648690
834,0.943619326
835,0.179369109
836,0.736176944
837,0.897136626
838,0.146395107
839,0.675189777
840,0.537527592
841,0.728136937
842,0.072359608
843,0.068973712
844,0.284966580
845,0.910601486
846,0.803076064
847,0.847060007
848,0.632102193
849,0.213943959
850,0.249172879
851,0.864723635
852,0.988883078
853,0.982113535
854,0.094388328
855,0.695943161
856,0.384830668
857,0.643683955
858,0.911890401
859,0.222849997
860,0.110849395
861,0.797263230
862,0.808916965
863,0.647107613
864,0.792473494
865,0.225865433
866,0.206161795
867,0.868994719
868,0.726893003
869,0.822845563
870,0.622888336
871,0.402081538
872,0.648240206
873,0.815978461
874,0.345129282
875,0.819142401
876,0.557578108
877,0.325497441
878,0.877036248
879,0.884176102
880,0.254242270
881,0.637761859
882,0.395085387
883,0.907277692
884,0.125933191
885,0.070597064
886,0.142556196
887,0.586681703
888,0.810622504
889,0.131976948
890,0.139321347
891,0.416364855
892,0.381166942
893,0.963705321
894,0.342832516
895,0.767572549
896,0.718188071
897,0.837698840
898,0.513264389
899,0.110707982
900,0.910500914
901,0.003673683
902,0.620383758
903,0.180935227
904,0.990146578
905,0.984279961
906,0.347747433
907,0.286906074
908,0.668334234
909,0.985966308
910,0.228056090
911,0.505790434
912,0.822304696
913,0.939140819
914,0.408540040
915,0.884319237
916,0.335920511
917,0.166076418
918,0.397837309
919,0.582096514
920,0.039698068
921,0.342175088
922,0.950522176
923,0.079050478
924,0.451222553
925,0.975658470
926,0.535725801
927,0.263654024
928,0.058409136
929,0.029739763
930,0.881439834
931,0.103059813
932,0.259561878
933,0.038374681
934,0.915202557
935,0.700041312
936,0.181440729
937,0.969075610
938,0.714727523
939,0.986994292
940,0.244300591
941,0.859206221
942,0.211301109
943,0.032423384
944,0.306168899
945,0.487887733
946,0.526357907
947,0.246687270
948,0.859154064
949,0.122573000
950,0.618534860
951,0.881738448
952,0.364949831
953,0.200468012
954,0.073513317
955,0.113034135
956,0.165088582
957,0.844838811
958,0.335894934
959,0.310424576
960,0.351987596
961,0.467745690
962,0.796706612
963,0.611328787
964,0.824984270
965,0.079976675
966,0.692760997
967,0.294736475
968,0.815818488
969,0.392990485
970,0.074742223
971,0.270137753
972,0.412216463
973,0.957000574
974,0.872701381
975,0.755072436
976,0.682085478
977,0.949315903
978,0.193283306
979,0.895260864
980,0.294753453
981,0.237970057
982,0.100095396
983,0.865218482
984,0.930700291
985,0.457775262
986,0.100406280
987,0.701050802
988,0.790214566
989,0.130528654
990,0.485034893
991,0.876569766
992,0.133626768
993,0.816632483
994,0.175967051
995,0.190306520
996,0.833510757
997,0.521813574
998,0.168164164
999,0.690865232
1000,0.624233759
1001,0.096514400
1002,0.782724597
1003,0.966054817
1004,0.501163288
1005,0.814114051
1006,0.227009079
1007,0.665709595
1008,0.930784737
1009,0.593353720
1010,0.188092487
1011,0.571195263
1012,0.311844612
1013,0.233073105
1014,0.348673778
1015,0.202735540
1016,0.844945018
1017,0.251084772
1018,0.756721172
1019,0.796460896
1020,0.258156055
1021,0.391142070
1022,0.551142139
1023,0.811837193
1024,0.865048331
1025,0.741922929
1026,0.584513691
1027,0.389736184
1028,0.615031847
1029,0.925969330
1030,0.977873095
1031,0.506923249
1032,0.506595746
1033,0.727545118
1034,0.362404552
1035,0.794209644
1036,0.406866774
1037,0.596856440
1038,0.646103884
1039,0.457159438
1040,0.447174157
1041,0.356560813
1042,0.929258787
1043,0.935208804
1044,0.240051080
1045,0.383875506
1046,0.971788736
1047,0.970484577
1048,0.529300235
1049,0.220837829
1050,0.966961021
1051,0.201637628
1052,0.325037679
1053,0.973610382
1054,0.831064116
1055,0.811542299
1056,0.978325429
1057,0.177051248
1058,0.881851629
1059,0.176724255
1060,0.543113828
1061,0.290951294
1062,0.164503295
1063,0.965395863
1064,0.168832582
1065,0.512539020
1066,0.458237983
1067,0.541976220
1068,0.867345463
1069,0.342830299
1070,0.304278154
1071,0.425030820
1072,0.896976186
1073,0.996921384
1074,0.922979743
1075,0.744554339
1076,0.697166442
1077,0.933224986
1078,0.274848789
1079,0.855917034
1080,0.925355021
1081,0.592527018
1082,0.335437792
1083,0.596783937
1084,0.845872241
1085,0.113731806
1086,0.435054911
1087,0.078696487
1088,0.977000121
1089,0.941818963
1090,0.223289177
1091,0.798926582
1092,0.963496403
1093,0.917883925
1094,0.959743709
1095,0.945084111
1096,0.711893491
1097,0.776584337
1098,0.398417618
1099,0.263276773
1100,0.966635638
1101,0.105788295
1102,0.742690462
1103,0.923149565
1104,0.367396405
1105,0.234427243
1106,0.852853649
1107,0.431270200
1108,0.271423270
1109,0.062353910
1110,0.886831803
1111,0.109434513
1112,0.940732722
1113,0.819117715
1114,0.117082604
1115,0.832100008
1116,0.058490774
1117,0.836904444
1118,0.091073055
1119,0.141071706
1120,0.201585602
1121,0.736301265
1122,0.455784290
1123,0.626087593
1124,0.287929722
1125,0.150101173
1126,0.968826085
1127,0.122019888
1128,0.560867250
1129,0.297725615
1130,0.120208919
1131,0.153224823
1132,0.648820941
1133,0.907914002
1134,0.857873805
1135,0.214530017
1136,0.094090646
1137,0.722725421
1138,0.528063371
1139,0.748939992
1140,0.322909839
1141,0.388889266
1142,0.553366899
1143,0.279561820
1144,0.605205772
1145,0.613683860
1146,0.990105631
1147,0.877994237
1148,0.132858257
1149,0.781486552
1150,0.986554621
1151,0.732824893
1152,0.669879128
1153,0.364987209
1154,0.781328281
1155,0.922180006
1156,0.769351480
1157,0.055022745
1158,0.229895973
1159,0.013605409
1160,0.968171909
1161,0.300378338
1162,0.771553747
1163,0.939271508
1164,0.142540053
1165,0.596748793
1166,0.365229627
1167,0.936214991
1168,0.049059560
1169,0.954599895
1170,0.086336635
1171,0.956393445
1172,0.670375562
1173,0.208103997
1174,0.729103954
1175,0.945019747
1176,0.081365231
1177,0.641625148
1178,0.775191800
1179,0.363868324
1180,0.144790648
1181,0.967697613
1182,0.886085273
1183,0.896157693
1184,0.088134790
1185,0.825650645
1186,0.509164483
1187,0.307550131
1188,0.144190026
1189,0.969914281
1190,0.290204150
1191,0.348641005
1192,0.637753673
1193,0.965056884
1194,0.206289056
1195,0.669417643
1196,0.034029115
1197,0.933434677
1198,0.933494404
1199,0.985334061
1200,0.412319225
1201,0.951355580
1202,0.556432702
1203,0.964210735
1204,0.540555975
1205,0.295105371
1206,0.918432512
1207,0.414905362
1208,0.874042423
1209,0.113260762
1210,0.956238174
1211,0.099679241
1212,0.790282067
1213,0.099806256
1214,0.623615532
1215,0.631536724
1216,0.798617433
1217,0.400045370
1218,0.730352154
1219,0.571711420
1220,0.497874059
1221,0.648055135
1222,0.959184236
1223,0.525386902
1224,0.683377935
1225,0.775680188
1226,0.197212396
1227,0.947114912
1228,0.854963025
1229,0.960545635
1230,0.716684774
1231,0.876987147
1232,0.838902558
1233,0.908521867
1234,0.238232304
1235,0.629673254
1236,0.688194311
1237,0.182410626
1238,0.860650243
1239,0.754697505
1240,0.313984825
1241,0.962994670
1242,0.197261111
1243,0.102453663
1244,0.028363846
1245,0.638258681
1246,0.209903688
1247,0.040649546
1248,0.118563021
1249,0.908352902
1250,0.673339541
1251,0.166792755
1252,0.321792402
1253,0.658813817
1254,0.358658110
1255,0.552608506
1256,0.239571379
1257,0.684158690
1258,0.759672816
1259,0.895979189
1260,0.892598270
1261,0.910418774
1262,0.966037527
1263,0.577931411
1264,0.526696396
1265,0.967082568
1266,0.907167231
1267,0.973515439
1268,0.577663054
1269,0.109686490
1270,0.302390223
1271,0.167021111
1272,0.948244537
1273,0.797897746
1274,0.787197803
1275,0.834491957
1276,0.392561058
1277,0.940089717
1278,0.926635253
1279,0.901108160
1280,0.807330477
1281,0.946073849
1282,0.869022840
1283,0.696832370
1284,0.130619457
1285,0.711484977
1286,0.755980121
1287,0.462560656
1288,0.262065812
1289,0.667173176
1290,0.929818013
1291,0.961009119
1292,0.677445514
1293,0.056125965
1294,0.817704940
1295,0.718577353
1296,0.229477308
1297,0.027872074
1298,0.606108917
1299,0.937733490
1300,0.167991861
1301,0.239967301
1302,0.072239624
1303,0.903869667
1304,0.562725543
1305,0.228673911
1306,0.862742600
1307,0.920458794
1308,0.699758209
1309,0.717658247
1310,0.862802562
1311,0.703967046
1312,0.897370845
1313,0.435780782
1314,0.767579625
1315,0.307135831
1316,0.858743538
1317,0.498078598
1318,0.118929219
1319,0.047011206
1320,0.377364007
1321,0.748024450
1322,0.338419758
1323,0.080850426
1324,0.886908088
1325,0.526864986
1326,0.933781697
1327,0.442583336
1328,0.065158889
1329,0.194318233
1330,0.816867670
1331,0.363605922
1332,0.541701410
1333,0.948700097
1334,0.419618194
1335,0.795864109
1336,0.667755018
1337,0.284892533
1338,0.213448694
1339,0.684430913
1340,0.161765653
1341,0.931814067
1342,0.979918070
1343,0.883798826
1344,0.850778384
1345,0.938846888
1346,0.989077673
1347,0.265971153
1348,0.981387278
1349,0.748651975
1350,0.942220365
1351,0.956833627
1352,0.233004343
1353,0.626234539
1354,0.978885611
1355,0.868218209
1356,0.148766378
1357,0.639123480
1358,0.163253098
1359,0.304546240
1360,0.823401528
1361,0.990008568
1362,0.654117485
1363,0.621568996
1364,0.816986201
1365,0.924346354
1366,0.802574649
1367,0.943822061
1368,0.688048006
1369,0.960771930
1370,0.611014935
1371,0.825299982
1372,0.674762957
1373,0.992400356
1374,0.006103578
1375,0.471422066
1376,0.271677905
1377,0.964397289
1378,0.688613995
1379,0.141753888
1380,0.266442282
1381,0.830419860
1382,0.544327423
1383,0.867981979
1384,0.545693571
1385,0.104454199
1386,0.629943190
1387,0.901247200
1388,0.890320147
1389,0.087767596
1390,0.782551081
1391,0.750360634
1392,0.492895695
1393,0.913831138
1394,0.930690643
1395,0.660436772
1396,0.203912216
1397,0.223817449
1398,0.080631542
1399,0.366403891
1400,0.537349315
1401,0.662331990
1402,0.933155085
1403,0.873204056
1404,0.160313618
1405,0.095109788
1406,0.790016794
1407,0.048017904
1408,0.915637559
1409,0.838923695
1410,0.600873503
1411,0.251535648
1412,0.327210576
1413,0.583124200
1414,0.855273590
1415,0.665707300
1416,0.182819139
1417,0.261733792
1418,0.742274265
1419,0.554944912
1420,0.933006828
1421,0.090826047
1422,0.856540115
1423,0.905586887
1424,0.276883696
1425,0.482996919
1426,0.587467402
1427,0.058393305
1428,0.072889742
1429,0.187660942
1430,0.811195329
1431,0.675513196
1432,0.570421479
1433,0.048648933
1434,0.326859859
1435,0.379266358
1436,0.282546783
1437,0.144860993
1438,0.990594286
1439,0.104911478
1440,0.924558861
1441,0.821117467
1442,0.279182317
1443,0.321332242
1444,0.168581881
1445,0.173149535
1446,0.307507361
1447,0.068655559
1448,0.240986571
1449,0.897595494
1450,0.675880469
1451,0.811425548
1452,0.297266604
1453,0.282670663
1454,0.331140609
1455,0.514609305
1456,0.780105569
1457,0.898102094
1458,0.358987724
1459,0.409109852
1460,0.367035892
1461,0.265849236
1462,0.883430001
1463,0.543365989
1464,0.842716136
1465,0.956258285
1466,0.245666119
1467,0.922479670
1468,0.228096541
1469,0.392159109
1470,0.974145508
1471,0.848247127
1472,0.320550656
1473,0.736308446
1474,0.112186275
1475,0.257743947
1476,0.252321059
1477,0.947304161
1478,0.202325217
1479,0.401566026
1480,0.897966480
1481,0.021465044
1482,0.163542034
1483,0.857400795
1484,0.717216908
1485,0.219453582
1486,0.037148836
1487,0.241220587
1488,0.206556540
1489,0.214223452
1490,0.796560033
1491,0.877036403
1492,0.184418581
1493,0.830020032
1494,0.436157174
1495,0.751704956
1496,0.951865535
1497,0.240014112
1498,0.935152155
1499,0.135091541
1500,0.914151497
1501,0.167836127
1502,0.359945039
1503,0.714830141
1504,0.552702269
1505,0.505439657
1506,0.037902225
1507,0.178134314
1508,0.910799380
1509,0.798850097
1510,0.626717365
1511,0.929051032
1512,0.712481135
1513,0.931690203
1514,0.794954010
1515,0.039748071
1516,0.055187708
1517,0.071532460
1518,0.762795899
1519,0.334018304
1520,0.112338165
1521,0.216182923
1522,0.942279335
1523,0.223695902
1524,0.035663619
1525,0.941764065
1526,0.004869499
1527,0.334007102
1528,0.779011341
1529,0.962057417
1530,0.483839707
1531,0.500779866
1532,0.825495801
1533,0.747741523
1534,0.213700311
1535,0.866479135
1536,0.481254566
1537,0.172196548
1538,0.201721716
1539,0.910674450
1540,0.947052723
1541,0.640610835
1542,0.896043179
1543,0.035342732
1544,0.842163416
1545,0.725385324
1546,0.909229521
1547,0.656672959
1548,0.831141486
1549,0.729561533
1550,0.407365738
1551,0.931754010
1552,0.873536323
1553,0.865771176
1554,0.829331085
1555,0.873285499
1556,0.882030397
1557,0.560432079
1558,0.806037328
1559,0.837966707
1560,0.978858098
1561,0.414921314
1562,0.233051349
1563,0.049622657
1564,0.600682143
1565,0.565264646
1566,0.462808757
1567,0.816472240
1568,0.237232583
1569,0.915462779
1570,0.768167595
1571,0.994840082
1572,0.695688702
1573,0.936035901
1574,0.420636949
1575,0.076501977
1576,0.729711537
1577,0.913125377
1578,0.835160861
1579,0.849496589
1580,0.737245594
1581,0.891042855
1582,0.393283503
1583,0.846222379
1584,0.996551792
1585,0.690977233
1586,0.298559634
1587,0.958455052
1588,0.839747947
1589,0.339760578
1590,0.067336195
1591,0.045453572
1592,0.775255056
1593,0.956031237
1594,0.143748693
1595,0.536901710
1596,0.745169754
1597,0.603323585
1598,0.892868015
1599,0.728293511
1600,0.493145292
1601,0.863160591
1602,0.336358172
1603,0.089674628
1604,0.847514649
1605,0.061989588
1606,0.210106964
1607,0.869703925
1608,0.112469042
1609,0.752100531
1610,0.887415749
1611,0.869106268
1612,0.830701242
1613,0.996171522
1614,0.288799758
1615,0.737941615
1616,0.606076735
1617,0.164094827
1618,0.602309918
1619,0.973190449
1620,0.979256994
1621,0.205748811
1622,0.730279815
1623,0.715765961
1624,0.913176789
1625,0.880761291
1626,0.152096084
1627,0.026999830
1628,0.218152203
1629,0.600966514
1630,0.096227630
1631,0.667040514
1632,0.709635284
1633,0.897461628
1634,0.313349126
1635,0.357382508
1636,0.284402236
1637,0.768075354
1638,0.779617964
1639,0.241991840
1640,0.737237475
1641,0.327274676
1642,0.910653864
1643,0.729166040
1644,0.171576689
1645,0.988450052
1646,0.279391040
1647,0.934811157
1648,0.853960210
1649,0.583445807
1650,0.336294362
1651,0.917359837
1652,0.931643435
1653,0.437732645
1654,0.538953798
1655,0.166046216
1656,0.768313921
1657,0.694879756
1658,0.967803893
1659,0.422466739
1660,0.860268286
1661,0.205275842
1662,0.332544433
1663,0.183277571
